Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Red Stained Glass Pane Cover
thermaldynamics:cover:0, Black Stained Glass Pane Cover
thermaldynamics:cover:0, Acacia Leaves Cover
thermaldynamics:cover:0, Dark Oak Leaves Cover
thermaldynamics:cover:0, Acacia Wood Cover
thermaldynamics:cover:0, Dark Oak Wood Cover
thermaldynamics:cover:0, Acacia Wood Stairs Cover
thermaldynamics:cover:0, Dark Oak Wood Stairs Cover
thermaldynamics:cover:0, Slime Block Cover
thermaldynamics:cover:0, Prismarine Cover
thermaldynamics:cover:0, Prismarine Bricks Cover
thermaldynamics:cover:0, Dark Prismarine Cover
thermaldynamics:cover:0, Sea Lantern Cover
thermaldynamics:cover:0, Hay Bale Cover
thermaldynamics:cover:0, Terracotta Cover
thermaldynamics:cover:0, Block of Coal Cover
thermaldynamics:cover:0, Packed Ice Cover
thermaldynamics:cover:0, Red Sandstone Cover
thermaldynamics:cover:0, Chiseled Red Sandstone Cover
thermaldynamics:cover:0, Smooth Red Sandstone Cover
thermaldynamics:cover:0, Red Sandstone Stairs Cover
thermaldynamics:cover:0, Red Sandstone Slab Cover
thermaldynamics:cover:0, Purpur Block Cover
thermaldynamics:cover:0, Purpur Pillar Cover
thermaldynamics:cover:0, Purpur Stairs Cover
thermaldynamics:cover:0, Purpur Slab Cover
thermaldynamics:cover:0, End Stone Bricks Cover
thermaldynamics:cover:0, Magma Block Cover
thermaldynamics:cover:0, Nether Wart Block Cover
thermaldynamics:cover:0, Red Nether Brick Cover
thermaldynamics:cover:0, Bone Block Cover
thermaldynamics:cover:0, Observer Cover
thermaldynamics:cover:0, White Glazed Terracotta Cover
thermaldynamics:cover:0, Orange Glazed Terracotta Cover
thermaldynamics:cover:0, Magenta Glazed Terracotta Cover
thermaldynamics:cover:0, Light Blue Glazed Terracotta Cover
thermaldynamics:cover:0, Yellow Glazed Terracotta Cover
thermaldynamics:cover:0, Lime Glazed Terracotta Cover
thermaldynamics:cover:0, Pink Glazed Terracotta Cover
thermaldynamics:cover:0, Gray Glazed Terracotta Cover
thermaldynamics:cover:0, Light Gray Glazed Terracotta Cover
thermaldynamics:cover:0, Cyan Glazed Terracotta Cover
thermaldynamics:cover:0, Purple Glazed Terracotta Cover
thermaldynamics:cover:0, Blue Glazed Terracotta Cover
thermaldynamics:cover:0, Brown Glazed Terracotta Cover
thermaldynamics:cover:0, Green Glazed Terracotta Cover
thermaldynamics:cover:0, Red Glazed Terracotta Cover
thermaldynamics:cover:0, Black Glazed Terracotta Cover
thermaldynamics:cover:0, White Concrete Cover
thermaldynamics:cover:0, Orange Concrete Cover
thermaldynamics:cover:0, Magenta Concrete Cover
thermaldynamics:cover:0, Light Blue Concrete Cover
thermaldynamics:cover:0, Yellow Concrete Cover
thermaldynamics:cover:0, Lime Concrete Cover
thermaldynamics:cover:0, Pink Concrete Cover
thermaldynamics:cover:0, Gray Concrete Cover
thermaldynamics:cover:0, Light Gray Concrete Cover
thermaldynamics:cover:0, Cyan Concrete Cover
thermaldynamics:cover:0, Purple Concrete Cover
thermaldynamics:cover:0, Blue Concrete Cover
thermaldynamics:cover:0, Brown Concrete Cover
thermaldynamics:cover:0, Green Concrete Cover
thermaldynamics:cover:0, Red Concrete Cover
thermaldynamics:cover:0, Black Concrete Cover
thermaldynamics:cover:0, White Concrete Powder Cover
thermaldynamics:cover:0, Orange Concrete Powder Cover
thermaldynamics:cover:0, Magenta Concrete Powder Cover
thermaldynamics:cover:0, Light Blue Concrete Powder Cover
thermaldynamics:cover:0, Yellow Concrete Powder Cover
thermaldynamics:cover:0, Lime Concrete Powder Cover
thermaldynamics:cover:0, Pink Concrete Powder Cover
thermaldynamics:cover:0, Gray Concrete Powder Cover
thermaldynamics:cover:0, Light Gray Concrete Powder Cover
thermaldynamics:cover:0, Cyan Concrete Powder Cover
thermaldynamics:cover:0, Purple Concrete Powder Cover
thermaldynamics:cover:0, Blue Concrete Powder Cover
thermaldynamics:cover:0, Brown Concrete Powder Cover
thermaldynamics:cover:0, Green Concrete Powder Cover
thermaldynamics:cover:0, Red Concrete Powder Cover
thermaldynamics:cover:0, Black Concrete Powder Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Silver Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Nickel Ore Cover
thermaldynamics:cover:0, Platinum Ore Cover
thermaldynamics:cover:0, Iridium Ore Cover
thermaldynamics:cover:0, Mana Infused Ore Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Oil Shale Cover
thermaldynamics:cover:0, Destabilized Redstone Ore Cover
thermaldynamics:cover:0, Energized Netherrack Cover
thermaldynamics:cover:0, Resonant End Stone Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Block of Copper Cover
thermaldynamics:cover:0, Block of Tin Cover
thermaldynamics:cover:0, Block of Silver Cover
thermaldynamics:cover:0, Block of Lead Cover
thermaldynamics:cover:0, Block of Aluminum Cover
thermaldynamics:cover:0, Block of Nickel Cover
thermaldynamics:cover:0, Block of Platinum Cover
thermaldynamics:cover:0, Block of Iridium Cover
thermaldynamics:cover:0, Block of Mana Infused Metal Cover
thermaldynamics:cover:0, Block of Steel Cover
thermaldynamics:cover:0, Block of Electrum Cover
thermaldynamics:cover:0, Block of Invar Cover
thermaldynamics:cover:0, Block of Bronze Cover
thermaldynamics:cover:0, Block of Constantan Cover
thermaldynamics:cover:0, Block of Signalum Cover
thermaldynamics:cover:0, Block of Lumium Cover
thermaldynamics:cover:0, Block of Enderium Cover
thermaldynamics:cover:0, Block of Charcoal Cover
thermaldynamics:cover:0, Block of Coal Coke Cover
thermaldynamics:cover:0, Hardened Copper Glass Cover
thermaldynamics:cover:0, Hardened Tin Glass Cover
thermaldynamics:cover:0, Hardened Silver Glass Cover
thermaldynamics:cover:0, Hardened Glass Cover
thermaldynamics:cover:0, Hardened Aluminum Glass Cover
thermaldynamics:cover:0, Hardened Nickel Glass Cover
thermaldynamics:cover:0, Hardened Platinum Glass Cover
thermaldynamics:cover:0, Hardened Iridium Glass Cover
thermaldynamics:cover:0, Hardened Mana Infused Glass Cover
thermaldynamics:cover:0, Hardened Steel Glass Cover
thermaldynamics:cover:0, Hardened Electrum Glass Cover
thermaldynamics:cover:0, Hardened Invar Glass Cover
thermaldynamics:cover:0, Hardened Bronze Glass Cover
thermaldynamics:cover:0, Hardened Constantan Glass Cover
thermaldynamics:cover:0, Hardened Signalum Glass Cover
thermaldynamics:cover:0, Hardened Lumium Glass Cover
thermaldynamics:cover:0, Hardened Enderium Glass Cover
thermaldynamics:cover:0, Black Rockwool Cover
thermaldynamics:cover:0, Red Rockwool Cover
thermaldynamics:cover:0, Green Rockwool Cover
thermaldynamics:cover:0, Brown Rockwool Cover
thermaldynamics:cover:0, Blue Rockwool Cover
thermaldynamics:cover:0, Purple Rockwool Cover
thermaldynamics:cover:0, Cyan Rockwool Cover
thermaldynamics:cover:0, Light Gray Rockwool Cover
thermaldynamics:cover:0, Gray Rockwool Cover
thermaldynamics:cover:0, Pink Rockwool Cover
thermaldynamics:cover:0, Lime Rockwool Cover
thermaldynamics:cover:0, Yellow Rockwool Cover
thermaldynamics:cover:0, Light Blue Rockwool Cover
thermaldynamics:cover:0, Magenta Rockwool Cover
thermaldynamics:cover:0, Orange Rockwool Cover
thermaldynamics:cover:0, White Rockwool Cover
thermaldynamics:cover:0, Ender Lilly Cover
thermaldynamics:cover:0, Magical Planks Cover
thermaldynamics:cover:0, Magical Wood Cover
thermaldynamics:cover:0, Diagonal Wood Cover
thermaldynamics:cover:0, Angel Block Cover
thermaldynamics:cover:0, Cursed Earth Cover
thermaldynamics:cover:0, Redstone Clock Cover
thermaldynamics:cover:0, Compressed Cobblestone Cover
thermaldynamics:cover:0, Double Compressed Cobblestone Cover
thermaldynamics:cover:0, Triple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quadruple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quintuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Sextuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Septuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Octuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Compressed Dirt Cover
thermaldynamics:cover:0, Double Compressed Dirt Cover
thermaldynamics:cover:0, Triple Compressed Dirt Cover
thermaldynamics:cover:0, Quadruple Compressed Dirt Cover
thermaldynamics:cover:0, Compressed Sand Cover
thermaldynamics:cover:0, Double Compressed Sand Cover
thermaldynamics:cover:0, Compressed Gravel Cover
thermaldynamics:cover:0, Double Compressed Gravel Cover
thermaldynamics:cover:0, Compressed Netherrack Cover
thermaldynamics:cover:0, Double Compressed Netherrack Cover
thermaldynamics:cover:0, Triple Compressed Netherrack Cover
thermaldynamics:cover:0, Quadruple Compressed Netherrack Cover
thermaldynamics:cover:0, Quintuple Compressed Netherrack Cover
thermaldynamics:cover:0, Sextuple Compressed Netherrack Cover
thermaldynamics:cover:0, Red Orchid Cover
thermaldynamics:cover:0, Power Overload Cover
thermaldynamics:cover:0, Border Stone Cover
thermaldynamics:cover:0, Crossed Stone Cover
thermaldynamics:cover:0, Polished Stone Cover
thermaldynamics:cover:0, Stoneburnt Cover
thermaldynamics:cover:0, Sandy Glass Cover
thermaldynamics:cover:0, Truchet Cover
thermaldynamics:cover:0, Blue Quartz Cover
thermaldynamics:cover:0, Quartzburnt Cover
thermaldynamics:cover:0, Rainbow Stone Cover
thermaldynamics:cover:0, Thickened Glass Cover
thermaldynamics:cover:0, Thickened Glass (Bordered) Cover
thermaldynamics:cover:0, Thickened Glass (Patterned) Cover
thermaldynamics:cover:0, Dark Glass Cover
thermaldynamics:cover:0, Glowing Glass Cover
thermaldynamics:cover:0, Redstone Glass Cover
thermaldynamics:cover:0, Ethereal Glass Cover
thermaldynamics:cover:0, Reverse Ethereal Glass Cover
thermaldynamics:cover:0, Ineffable Glass Cover
thermaldynamics:cover:0, Dark Ineffable Glass Cover
thermaldynamics:cover:0, Transfer Pipe Cover
thermaldynamics:cover:0, Wooden Spikes Cover
thermaldynamics:cover:0, Stone Spikes Cover
thermaldynamics:cover:0, Iron Spikes Cover
thermaldynamics:cover:0, Golden Spikes Cover
thermaldynamics:cover:0, Diamond Spikes Cover
thermaldynamics:cover:0, Creative Spikes Cover
thermaldynamics:cover:0, Redstone Lantern Cover
thermaldynamics:cover:0, Block of Enchanted Metal Cover
thermaldynamics:cover:0, Block of Demon Metal Cover
thermaldynamics:cover:0, Block of Evil Infused Iron Cover
thermaldynamics:cover:0, Bedrock Bricks Cover
thermaldynamics:cover:0, Bedrock Slabs Cover
thermaldynamics:cover:0, Bedrock Cobblestone Cover
thermaldynamics:cover:0, Ferrous-Juniper Leaves Cover
thermaldynamics:cover:0, Burnt Ferrous-Juniper Leaves Cover
thermaldynamics:cover:0, Ferrous-Juniper Log Cover
thermaldynamics:cover:0, Ferrous-Juniper Log Cover
thermaldynamics:cover:0, Ferrous-Juniper Sapling Cover
thermaldynamics:cover:0, Dead Ferrous-Juniper Sapling Cover
thermaldynamics:cover:0, Ferrous-Juniper Planks Cover
thermaldynamics:cover:0, Raw Ferrous-Juniper Planks Cover
thermaldynamics:cover:0, Darkstone Cover
thermaldynamics:cover:0, Darkstone Lamp Cover
thermaldynamics:cover:0, Decorative Darkstone Cover
thermaldynamics:cover:0, Darkstone Tile Cover
thermaldynamics:cover:0, Industrial Grade Graphite Ore Cover
thermaldynamics:cover:0, Glue Trap Cover
translocators:diamond_nugget, Diamond Nugget
translocators:translocator_part:0, Item Translocator
translocators:translocator_part:1, Liquid Translocator
libvulpes:blockphantom, tile.blockPhantom.name
libvulpes:hatch:0, Input Hatch
libvulpes:hatch:1, Output Hatch
libvulpes:hatch:2, Fluid Input Hatch
libvulpes:hatch:3, Fluid Output Hatch
libvulpes:placeholder, Machine
libvulpes:structuremachine, Machine Structure
libvulpes:advstructuremachine, Advanced Machine Structure
libvulpes:creativepowerbattery, Creative Power Input Plug
libvulpes:forgepowerinput, Power Input Plug
libvulpes:forgepoweroutput, Power Output Plug
libvulpes:coalgenerator, Coal Generator
libvulpes:motor, Motor
libvulpes:advancedmotor, Advanced Motor
libvulpes:enhancedmotor, Enhanced Motor
libvulpes:elitemotor, Elite Motor
libvulpes:productdust:0, Dilithium Dust
libvulpes:productdust:1, Iron Dust
libvulpes:productdust:2, Gold Dust
libvulpes:productdust:3, Silicon Dust
libvulpes:productdust:4, Copper Dust
libvulpes:productdust:5, Tin Dust
libvulpes:productdust:6, Steel Dust
libvulpes:productdust:7, Titanium Dust
libvulpes:productdust:9, Aluminum Dust
libvulpes:productdust:10, Iridium Dust
libvulpes:productingot:3, Silicon Ingot
libvulpes:productingot:4, Copper Ingot
libvulpes:productingot:5, Tin Ingot
libvulpes:productingot:6, Steel Ingot
libvulpes:productingot:7, Titanium Ingot
libvulpes:productingot:9, Aluminum Ingot
libvulpes:productingot:10, Iridium Ingot
libvulpes:productgem:0, Dilithium Crystal
libvulpes:productboule:3, Silicon Boule
libvulpes:productnugget:3, Silicon Nugget
libvulpes:productnugget:4, Copper Nugget
libvulpes:productnugget:5, Tin Nugget
libvulpes:productnugget:6, Steel Nugget
libvulpes:productnugget:7, Titanium Nugget
libvulpes:productnugget:9, Aluminum Nugget
libvulpes:productnugget:10, Iridium Nugget
libvulpes:productplate:1, Iron Plate
libvulpes:productplate:2, Gold Plate
libvulpes:productplate:3, Silicon Plate
libvulpes:productplate:4, Copper Plate
libvulpes:productplate:5, Tin Plate
libvulpes:productplate:6, Steel Plate
libvulpes:productplate:7, Titanium Plate
libvulpes:productplate:9, Aluminum Plate
libvulpes:productplate:10, Iridium Plate
libvulpes:productrod:1, Iron Rod
libvulpes:productrod:4, Copper Rod
libvulpes:productrod:6, Steel Rod
libvulpes:productrod:7, Titanium Rod
libvulpes:productrod:10, Iridium Rod
libvulpes:productfan:6, Steel Fan
libvulpes:productsheet:1, Iron Sheet
libvulpes:productsheet:4, Copper Sheet
libvulpes:productsheet:6, Steel Sheet
libvulpes:productsheet:7, Titanium Sheet
libvulpes:productsheet:9, Aluminum Sheet
libvulpes:productgear:6, Steel Gear
libvulpes:productgear:7, Titanium Gear
libvulpes:ore0:0, Dilithium Ore
libvulpes:ore0:4, Copper Ore
libvulpes:ore0:5, Tin Ore
libvulpes:ore0:8, Rutile Ore
libvulpes:ore0:9, Aluminum Ore
libvulpes:ore0:10, Iridium Ore
libvulpes:metal0:4, Copper Block
libvulpes:metal0:5, Tin Block
libvulpes:metal0:6, Steel Block
libvulpes:metal0:7, Titanium Block
libvulpes:metal0:9, Aluminum Block
libvulpes:metal0:10, Iridium Block
libvulpes:coil0:2, Gold Coil
libvulpes:coil0:4, Copper Coil
libvulpes:coil0:7, Titanium Coil
libvulpes:coil0:9, Aluminum Coil
libvulpes:coil0:10, Iridium Coil
advancedrocketry:launchpad, Launch Pad
advancedrocketry:rocketbuilder, Rocket Assembling Machine
advancedrocketry:structuretower, Structure Tower
advancedrocketry:seat, Seat
advancedrocketry:rocketmotor, Liquid Fueled Engine
advancedrocketry:advrocketmotor, Advanced Rocket Engine
advancedrocketry:fueltank, Liquid Fuel Tank
advancedrocketry:fuelingstation, Fueling station
advancedrocketry:monitoringstation, Rocket Monitoring Station
advancedrocketry:satellitebuilder, Satellite Builder
advancedrocketry:moonturf, Moon Turf
advancedrocketry:moonturf_dark, Dark Moon Turf
advancedrocketry:hotturf, Oxidized Ferric Sand
advancedrocketry:loader:0, Data Bus
advancedrocketry:loader:1, Satellite Bay
advancedrocketry:loader:2, Rocket Unloader
advancedrocketry:loader:3, Rocket Loader
advancedrocketry:loader:4, Rocket Fluid Unloader
advancedrocketry:loader:5, Rocket Fluid Loader
advancedrocketry:loader:6, Guidance Computer Access Hatch
advancedrocketry:precisionassemblingmachine, Precision Assembler
advancedrocketry:blastbrick, HeatProof Brick
advancedrocketry:quartzcrucible, Quartz Crucible
advancedrocketry:crystallizer, Crystallizer
advancedrocketry:cuttingmachine, Cutting Machine
advancedrocketry:alienwood, Wood
advancedrocketry:alienleaves, Lightwood Leaves
advancedrocketry:aliensapling, Lightwood Sapling
advancedrocketry:observatory, Observatory
advancedrocketry:blackholegenerator, Black Hole Generator
advancedrocketry:concrete, Concrete
advancedrocketry:planetselector, Planet Selector
advancedrocketry:satellitecontrolcenter, Satellite Terminal
advancedrocketry:planetanalyser, Astrobody Data Processor
advancedrocketry:guidancecomputer, Guidance Computer
advancedrocketry:arcfurnace, Electric Arc Furnace
advancedrocketry:sawblade, Saw Blade Assembly
advancedrocketry:lathe, Lathe
advancedrocketry:rollingmachine, Rolling Machine
advancedrocketry:platepress, Small Plate Presser
advancedrocketry:stationbuilder, Space Station Assembler
advancedrocketry:electrolyser, Electrolyser
advancedrocketry:chemicalreactor, Chemical Reactor
advancedrocketry:oxygenscrubber, CO2 Scrubber
advancedrocketry:oxygenvent, Oxygen Vent
advancedrocketry:oxygencharger, Gas Charge Pad
advancedrocketry:airlock_door, tile.smallAirlockDoor.name
advancedrocketry:landingpad, Docking Pad
advancedrocketry:warpcore, Warp Core
advancedrocketry:warpmonitor, Warp Controller
advancedrocketry:oxygendetection, Atmosphere Detector
advancedrocketry:unlittorch, Extinguished Torch
advancedrocketry:geode, Geode Block
advancedrocketry:oxygenfluid, Oxygen
advancedrocketry:hydrogenfluid, Hydrogen
advancedrocketry:rocketfuel, Rocket Fuel
advancedrocketry:nitrogenfluid, Nitrogen
advancedrocketry:enrichedlavafluid, Enriched Lava Block
advancedrocketry:vitrifiedsand, Vitrified Sand
advancedrocketry:charcoallog, Charcoal Log
advancedrocketry:electricmushroom, Electric Mushroom
advancedrocketry:crystal:0, Violet Crystal Block
advancedrocketry:crystal:1, Blue Crystal Block
advancedrocketry:crystal:2, Green Crystal Block
advancedrocketry:crystal:3, Red Crystal Block
advancedrocketry:crystal:4, Yellow Crystal Block
advancedrocketry:crystal:5, Orange Crystal Block
advancedrocketry:orientationcontroller, Orientation Controller
advancedrocketry:gravitycontroller, Station Gravity Controller
advancedrocketry:drill, Drill
advancedrocketry:microwavereciever, Microwave Receiver
advancedrocketry:lightsource, tile.lightSource.name
advancedrocketry:solarpanel, Solar Panel
advancedrocketry:suitworkstation, Suit Workstation
advancedrocketry:biomescanner, Biome Scanner
advancedrocketry:terraformer, Atmosphere Terraformer
advancedrocketry:deployablerocketbuilder, Unmanned Vehicle Assembler
advancedrocketry:liquidtank, Pressurized Tank
advancedrocketry:intake, Gas Intake
advancedrocketry:circlelight, Station Light
advancedrocketry:solargenerator, Solar Generator
advancedrocketry:stationmarker, Station Docking Port
